address,name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
"The Oberoi, 37-39, MG Road, Bangalore",Rim Naam - The Oberoi,no,no,4.6/5,983,MG Road,Fine Dining,"Seafood Soup, Mocktails, Mushroom Salad, Wine, Jasmine Rice, Som Tam, Thai Red Curry",Thai,3000.0,Dine-out,Church Street
"5th Floor, 1 MG Mall, Opposite Vivanta by Taj, MG Road, Bangalore",The Tao Terraces,yes,yes,4.0/5,1913,MG Road,Casual Dining,"Salads, Cocktails, Khao Suey, Jumbo Prawns, Veg Sushi, Espresso Martini, Tom Yum Soup","Thai, Japanese, Korean, Burmese, Chinese",2100.0,Dine-out,Church Street
"Gateway Hotel, 66, Residency Road, Bangalore",Karavalli - The Gateway Hotel,no,yes,4.5/5,675,Residency Road,Fine Dining,"Appam, Fish, Sea Food, Cocktails, Prawn, Thali, Paratha","Mangalorean, Konkan, Seafood, Kerala",3500.0,Dine-out,Church Street
"10th Level Prestige Towers, 99/100, Residency Road, Bangalore",Bangalore Brew Works,no,yes,4.2/5,2213,Residency Road,"Microbrewery, Lounge","Spaghetti, Wheat Beer, Cocktails, Risotto, Nachos, Gourmet Pizza, Draught Beer","Continental, Italian",1700.0,Dine-out,Church Street
"4th Floor, Building 9, Halcyon Complex, St. Marks Road, Bangalore",MISU,yes,yes,4.6/5,1217,St. Marks Road,"Casual Dining, Bar","Sushi, Dumplings, Khau Suey, Noodles, Cocktails, Virgin Mojito, Drunken Beef","Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",1700.0,Dine-out,Church Street
"Near LIC Building, Off MG Road, St. Marks Road, Bangalore",The Bar Stock Exchange,no,no,4.3/5,609,St. Marks Road,"Pub, Casual Dining","Sangria, Chole, Cocktails, Pizza, Nachos, Noodles, Fish","Continental, Chinese, North Indian, Finger Food",1300.0,Dine-out,Church Street
"Gem Plaza, Infantry Road, Bangalore",Samarkand,no,yes,4.1/5,2046,Infantry Road,Casual Dining,"Hyderabadi Biryani, Firni, Kulfi, Lassi, Mutton Biryani, Gosht Dum Biryani, Raan","North Indian, Mughlai",1600.0,Dine-out,Church Street
"Conrad Bengaluru, Kensington Road, Ulsoor, Bangalore",Caraway Kitchen - Conrad Bengaluru,no,yes,4.3/5,152,Ulsoor,Fine Dining,"Pasta, Pizza, Pancakes, Fish, Salads, Chaat","American, Continental, North Indian, South Indian",2800.0,Dine-out,Church Street
"20/2, Vittal Mallya Road, Lavelle Road, Bangalore",The Biere Club,yes,yes,4.3/5,3485,Lavelle Road,"Pub, Microbrewery","Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Craft Beer, Meatballs","Continental, BBQ, Finger Food",1700.0,Dine-out,Church Street
"Opposite Metro Station, MG Road, Bangalore",SkyDeck By Sherlock's,no,yes,4.2/5,1427,MG Road,"Pub, Casual Dining","Salad, Beer, Nachos, Chicken Wings, Onion Rings, Chilli Paneer, Roti","Continental, Chinese, Finger Food, North Indian",1500.0,Dine-out,Church Street
"52, Brigade Road, Haridevpur, Shanthala Nagar, MG Road, Bangalore",Cafe Azzure,yes,yes,4.3/5,2669,MG Road,Cafe,"Pasta, Wedges, Pizza, Nachos, Mocktails, Peri Peri Fish, Burgers","Cafe, Continental, Italian, Burger",1200.0,Dine-out,Church Street
"14/1, Wood Street, Ashok Nagar, Richmond Road, Bangalore",Toast & Tonic,no,yes,4.6/5,1083,Richmond Road,Casual Dining,"Cocktails, Salads, Pork Ribs, Tomato Soup, Burgers, Mushroom Toast, Cheesecake","European, Asian",1500.0,Dine-out,Church Street
"52/ 53, Ground Floor, Lavelle Road, Bangalore",Smoke House Deli,yes,no,4.6/5,2492,Lavelle Road,Casual Dining,"Burgers, Cocktails, Salads, Veg Burger, Peri Chicken, Pasta Alfredo, Hazelnut Mousse Flan","European, Italian, Desserts, Salad, Juices, Steak",1600.0,Dine-out,Church Street
"25/4, Opposite Harley Davidson Showroom, Lavelle Road, Bangalore",Soda Bottle Opener Wala,yes,yes,4.4/5,3656,Lavelle Road,"Casual Dining, Irani Cafee","Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Crispy Okra, Kulfi","Parsi, North Indian",1300.0,Dine-out,Church Street
"203, 2nd Floor, UB City, 24 Vittal Mallya Road, Lavelle Road, Bangalore",Fava,no,yes,4.4/5,2041,Lavelle Road,"Casual Dining, Bar","Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Pasta, Sangria","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",1200.0,Dine-out,Church Street
"The Chancery Pavilion, 135, Residency Road, Bangalore",Alchemy - The Chancery Pavilion,no,yes,4.3/5,447,Residency Road,"Microbrewery, Casual Dining","Craft Beer, Stout, Cocktails, Chicken Wings, Brewed Beer, Mysore Pak, Cheesecake",Modern Indian,2000.0,Dine-out,Church Street
"JW Marriott, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore",Spice Terrace - JW Marriott,no,yes,4.3/5,757,Lavelle Road,"Fine Dining, Microbrewery","Chicken Tikka, Faluda, Raita, Tarkari Biryani, Butter Naan, Fish, Dal Makhani","North Indian, Seafood",3000.0,Dine-out,Church Street
"15, Convent Road, Off Residency Road, Residency Road, Bangalore",Green Theory,yes,yes,4.2/5,2840,Residency Road,"Casual Dining, Cafe","Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800.0,Dine-out,Church Street
"39, St. Marks Road, Bangalore",Koshy's,no,no,3.9/5,2322,St. Marks Road,Casual Dining,"Coffee, Kulfi, Beef Steak, Chocolate Shake, Sandwiches, Beer, Omelette","South Indian, North Indian, Chinese, Beverages",700.0,Dine-out,Church Street
"50, Opposite Loom, Lavelle Road, Bangalore",Sunny's,no,yes,4.1/5,1330,Lavelle Road,"Casual Dining, Bar","Penne Pasta, Pizza, Cocktails, Salads, Risotto, Sea Food, Crab Cake","European, Italian, Seafood, Continental",2100.0,Dine-out,Church Street
"204, UB City, Vittal Mallya Road, Near Lavelle Road, Lavelle Road, Bangalore",Sanchez,no,no,4.3/5,1030,Lavelle Road,Lounge,"Nachos, Cocktails, Tacos, Prawn Taquitos, Churros, Chimichangas, Enchiladas","Mexican, Tex-Mex",1500.0,Dine-out,Church Street
"1, Express Building, Queens Road, Infantry Road, Bangalore",1Q1,no,yes,4.3/5,596,Infantry Road,"Casual Dining, Bar","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Salad","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",2500.0,Dine-out,Church Street
"3rd Floor, 15, Madras Bank Road/ Museum Road, Above NEXA Showroom, Bangalore",RockSalt,yes,yes,4.4/5,488,St. Marks Road,"Bar, Casual Dining","Roti, Cocktails, Chicken Biryani, Paratha, Dahi Ke Kabab, Jalebi, Chicken Tikka",Modern Indian,1900.0,Dine-out,Church Street
"203, 2nd Floor, UB City, 24 Vittal Mallya Road, Lavelle Road, Bangalore",Caperberry,no,yes,4.6/5,1429,Lavelle Road,Fine Dining,"Salads, Martini, Tiramisu, Caviar, Ravioli, Cocktails, Wine","Spanish, Italian, Mediterranean, European, Salad",2200.0,Dine-out,Church Street
"1, Brunton Road, 1st Cross, Ashok Nagar, MG Road, Bangalore",Portland Steakhouse & Cafe,yes,yes,4.3/5,2040,MG Road,Casual Dining,"Spaghetti, Beef Steak, Bbq Chicken Pizza, Burgers, Apple Pie, Ice Tea, Salads","Steak, Italian, Continental, American, Burger, BBQ, Salad",1500.0,Dine-out,Church Street
"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",Mahesh Lunch Home,yes,yes,4.1/5,860,Residency Road,Casual Dining,"Sea Food, Neer Dosa, Crab Ghee Roast, Jumbo Prawns, Thali, Crab Butter, Crab Masala","Seafood, Mangalorean, North Indian, Chinese",1400.0,Dine-out,Church Street
"131, 4th Floor, Devatha Plaza, Residency Road, Bangalore",Harima,no,yes,4.3/5,668,Residency Road,Casual Dining,"Sushi, Tuna Sashimi, Salads, Pork Rice, Ramen, Spicy Tuna Roll, Cocktails",Japanese,2000.0,Dine-out,Church Street
"65, Residency Road, Bangalore",Sotally Tober,no,yes,4.4/5,194,Residency Road,"Bar, Casual Dining","Cocktails, Sangria, Butter Chicken, Corn Fritters, Paneer Steak, Chicken Steak, Palak Paneer","Asian, Burger, Chinese, Finger Food",1200.0,Dine-out,Church Street
"Level 2, The Collection, UB City, Vithal Mallya Road, Lavelle Road, Bangalore",Rasovara,yes,yes,4.3/5,765,Lavelle Road,Casual Dining,"Thali, Aamras, Malpua, Lassi, Plain Rice, Buttermilk, Chaat","Rajasthani, North Indian",1400.0,Dine-out,Church Street
"2nd Floor, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",Toscano,yes,yes,4.4/5,1842,Lavelle Road,Casual Dining,"Pizza, Pepperoni, Wine, Salads, Tiramisu, Chicken Bruschetta, Sangria","Italian, Salad",1500.0,Dine-out,Church Street
"57/1, 1st Floor, Jayalaxmi Chambers, Next to Old Galaxy Theatre, Residency Road, Bangalore",Meghana Foods,yes,no,4.3/5,2139,Residency Road,Casual Dining,"Chicken Boneless Biryani, Mutton Biryani, Andhra Style Biryani, Hyderabadi Biryani, Vegetable Biryani, Paneer Biryani, Fry Prawns","Biryani, Seafood, Andhra, North Indian",600.0,Dine-out,Church Street
"120, 4th Floor, Lancer Building, Brigade Road, Bangalore",Double Decker,no,yes,4.3/5,2658,Brigade Road,"Bar, Casual Dining","Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges","Continental, North Indian",1300.0,Dine-out,Church Street
"28, Centenary Building, MG Road, Bangalore",Tandoor,yes,yes,3.9/5,1362,MG Road,Fine Dining,"Mutton Biryani, Dal Makhani, Chicken Malai Tikka, Paneer Makhani, Faluda, Jal-jeera, Cocktails",North Indian,2100.0,Dine-out,Church Street
"Level 5, 1 MG Mall, Swami Vivekananda Road, Trinity Circle, MG Road, Bangalore",CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,yes,yes,4.4/5,693,MG Road,"Casual Dining, Cafe","Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Salad","American, Cafe, Continental",1700.0,Dine-out,Church Street
"22, St. Marks Road, Bangalore",Truffles,no,no,4.5/5,3573,St. Marks Road,Cafe,"Burgers, Pasta, Mocktails, Cheese Burger, Ferrero Rocher Milkshake, Peri Chicken, Chicken Paprika","Cafe, American, Burger, Steak",900.0,Dine-out,Church Street
"20, C/O Pauls Castle, Castle Street, Ashok Nagar",Hae Kum Gang,no,yes,4.4/5,1190,Brigade Road,Casual Dining,"Sushi, Kimchi, Pork Sizzler, Chicken Donburi, Shrimp Donburi, Crab Roll, Bulgogi","Korean, Chinese, Japanese",1100.0,Dine-out,Church Street
"1/4, Ground Floor, Lido Mall, Swami Vivekananda Road, Ulsoor, Bangalore",Barbeque Nation,no,yes,4.4/5,1065,Ulsoor,Casual Dining,"Mutton Seekh, Paan Kulfi, Biryani, Fish, Crispy Corn, Salads, Panipuri","North Indian, European, Mediterranean, BBQ, Kebab",1600.0,Dine-out,Church Street
"Conrad Bengaluru, Kensington Road, Ulsoor, Bangalore",Tiamo - Conrad Bengaluru,no,yes,4.2/5,140,Ulsoor,Fine Dining,"Ratatouille, Pizza, Tiramisu, Pasta, Wild Mushroom Risotto, Cocktails","Italian, Mediterranean",2500.0,Dine-out,Church Street
"5th Floor, Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore",The Barn - Bar & Kitchen,no,yes,4.2/5,240,Brigade Road,Pub,"Cocktails, Beer","American, North Indian, Chinese",1500.0,Dine-out,Church Street
"ITC Gardenia, 1, Residency Road, Bangalore",Cubbon Pavilion - ITC Gardenia,no,yes,4.3/5,679,Richmond Road,Fine Dining,"Cocktails, Breakfast Buffet, Croissants, Lassi, Salads, Caramel Cake, Waffles","European, Continental, Chinese, Thai",2500.0,Dine-out,Church Street
"43/44, Chandraprabha Complex, Off Residency Road, Residency Road, Bangalore",Green Onion,no,no,4.3/5,1187,Residency Road,Casual Dining,"Noodles, Coriander Soup, Chicken Lollipop, Honey Potato, Momos, Schezwan Fried Rice, Chicken Drumstick",Chinese,550.0,Dine-out,Church Street
"Hotel Southern Star, 40/2, Roof Top, Lavelle Road, Bangalore",Tree Tops Bar & Kitchen,no,yes,4.4/5,113,Lavelle Road,"Casual Dining, Bar","Cocktails, Pasta, Peri Peri Chicken Burger, Brownie, Jalapeno Poppers, Mocktails, Basil Pesto","North Indian, Chinese, Continental, Italian",1000.0,Dine-out,Church Street
"The Oberoi, 37-39, MG Road, Bangalore",Le Jardin - The Oberoi,no,no,4.3/5,689,MG Road,Fine Dining,"Breakfast Buffet, Biryani, Salads, Chocolate Cake, Pasta, Paneer Tikka, Mushroom Soup","European, Mediterranean, North Indian",3000.0,Dine-out,Church Street
"2nd Floor, 17/22, Vasavi Complex, St. Marks Road, Bangalore",Capri Gastrobar,no,yes,4.3/5,286,St. Marks Road,"Bar, Casual Dining","Cocktails, Peri Peri Wings, Brownie, Burgers, Mezze Platter, Pizza, Fries","Mediterranean, Italian, Asian",1200.0,Dine-out,Church Street
"40/2, Lavelle Road, Bangalore",The Rice Bowl,yes,yes,4.3/5,500,Lavelle Road,"Casual Dining, Bar","Rice Bowl, Lamb, Chocolava, Rolls, Paneer Manchurian, Momos, Singapore Chicken","Chinese, Momos",1300.0,Dine-out,Church Street
"9, 4th Floor, Halcyon Complex, St. Marks Road, Bangalore",The Open Box,yes,yes,4.2/5,2272,St. Marks Road,"Casual Dining, Bar","Mocktails, Cocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Sangria, Margarita","European, North Indian, Mediterranean, Asian, Salad",1400.0,Dine-out,Church Street
"JW Marriott, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore",Alba - JW Marriott Bengaluru,no,yes,4.4/5,561,Lavelle Road,Fine Dining,"Pizza, Tiramisu, Pasta, Risotto, Lobster, Panna Cotta, Salad",Italian,4000.0,Dine-out,Church Street
"52, 3rd Floor, Above Pantaloons, MG Road, Bangalore",BBQ@52,no,yes,3.7/5,41,MG Road,Casual Dining,Not Specified,"BBQ, Biryani, Continental",1500.0,Dine-out,Church Street
"50, Field Marshal Cariappa Road, Residency Road, Bangalore",Konark Vegetarian Restaurant,no,no,4.1/5,1007,Residency Road,Casual Dining,"Hyderabadi Biryani, Masala Poori, Kulcha, Butter Masala Dosa, Chaat, Filter Coffee, Kesari Bath","North Indian, Chinese, Continental, South Indian, Street Food, Juices",500.0,Dine-out,Church Street
"18, Ramashree Arcade, MG Road, Bangalore",Dindigul Thalappakatti,yes,no,NEW,0,MG Road,Casual Dining,Not Specified,"Biryani, Chinese, North Indian, South Indian",800.0,Dine-out,Church Street
"84, 13th Floor, Barton Center, MG Road, Bangalore",ASEAN - On The Edge,yes,yes,4.4/5,864,MG Road,Casual Dining,"Cocktails, Khao Suey, Mocktails, Salad, Malacca Curry, Beer, Beef Pho","Asian, Thai",1800.0,Dine-out,Church Street
"Skywalk, 4th Floor, Near Body Craft, Assaye Road, Ulsoor, Bangalore",Watson's,no,yes,4.2/5,1428,Ulsoor,Pub,"Beer, Mocktails, Cocktails, Margherita Pizza, Supreme Pizza, Fish Chilli, Margarita","Finger Food, Salad, Chinese, Continental",1300.0,Dine-out,Church Street
"Level 2, Concorde Block, UB City, Vittal Malya Road, Lavelle Road, Bangalore",BBQ'D - Global Grill & Brewery,no,no,4.3/5,458,Lavelle Road,"Casual Dining, Microbrewery","Chicken Kebab, Butter Chicken, Papdi Chaat, Pizza, Dahipuri, Cocktails, Rice Kheer","BBQ, North Indian",1500.0,Dine-out,Church Street
"38, MG Road Area, MG Road, Bangalore",KC Das,yes,no,3.9/5,370,MG Road,"Sweet Shop, Quick Bites","Rasgulla, Luchi, Samosa, Radhaballavi, Rasmalai, Kheer Kadam, Chamcham","Mithai, Street Food",200.0,Dine-out,Church Street
"2nd Floor, 1 MG Mall, Trinity Circle, MG Road, Bangalore",Bangalore Pub Exchange,no,yes,4.2/5,210,MG Road,"Pub, Casual Dining","Pizza, Fish, Cocktails, Pasta Alfredo, Brownie Chocolate, Biryani, Rumali Roti","Continental, Finger Food, Pizza, North Indian",1000.0,Dine-out,Church Street
"5th Floor, Bangalore Central Mall, MG Road, Bangalore",Salvadores,no,yes,4.4/5,190,MG Road,Fine Dining,"Wine, Salad, Steak, Coffee, Pork Chops","Mediterranean, Continental, French, Italian",2000.0,Dine-out,Church Street
"204, 2nd Level, 4th Floor, Comet Block, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",Sriracha,no,no,4.3/5,688,Lavelle Road,Casual Dining,"Noodles, Laksa, Cocktails, Dumplings, Sangria, Momos, Sushi","Thai, Chinese, Indonesian, Asian, Momos",1500.0,Dine-out,Church Street
"40/2, Lavelle Road, Bangalore",The Spice Bazaar,no,yes,4.2/5,332,Lavelle Road,"Casual Dining, Bar","Brownie, Mutton Seekh, Salads, Rasmalai, Tandoori Aloo, Mutton Soup, Custard","North Indian, Mughlai",1000.0,Dine-out,Church Street
"Lemon Tree Premier, 2/1, St. Johns Road, Ulsoor, Bangalore",Republic Of Noodles - Lemon Tree Premier,no,yes,4.5/5,550,Ulsoor,Casual Dining,"Noodles, Kaffir Lime, Spring Roll, Long Island Iced Tea, Yellow Thai Curry, Vanilla Ice Cream, Jasmine Rice","Malaysian, Singaporean, Thai",1800.0,Dine-out,Church Street
"1/5, Muniswamy Garden, Richmond Road, Bangalore",Hotel Tom's Restaurant,yes,yes,4.4/5,714,Richmond Road,Casual Dining,"Appam, Sea Food, Fry Prawns, Dal Fry, Chicken Curry, Fish, Murgh Ghee Roast","Mangalorean, Seafood, Chinese, North Indian",1000.0,Dine-out,Church Street
"5, Narayana Pillai Street, Off Commercial Street, Commercial Street, Bangalore",RS Shiv Sagar,no,no,4.1/5,530,Commercial Street,Casual Dining,"Brownie, Paneer Manchurian, Chocolate Sizzler, Nachos, Filter Coffee, Panneer Butter Masala, Pizza","Chinese, North Indian, Fast Food, Street Food, Desserts",500.0,Dine-out,Church Street
"1st Floor, 8/6 Kensington Point, Ulsoor Road, Ulsoor, Bangalore",Carnival de Goa,yes,yes,4.2/5,982,Ulsoor,"Casual Dining, Bar","Sea Food, Spicy Crab Soup, Cocktails, Squid Fry, Prawn Curry, Lobster, Fish Curry","Goan, Mangalorean, Pizza",1000.0,Dine-out,Church Street
"No.18, Ramanashree Arcade, Ground Floor, Ashok Nagar Post, MG Road, Bangalore",Chianti,no,yes,4.4/5,280,MG Road,Casual Dining,"Pizza, Seafood Pasta, Panna Cotta, Ravioli, Lasagne, Tiramisu, Virgin Sangria",Italian,1500.0,Dine-out,Church Street
"WelcomHotel Bengaluru, 46, Richmond Road, Bangalore",Mahjong Room - WelcomHotel Bengaluru,no,yes,4.6/5,116,Richmond Road,Casual Dining,"Chocolate Cookies, Cocktails, Fudge Sundae, Jasmine Rice, Gong Bao Chicken, Date Pancakes, Tender Coconut Ice Cream",Chinese,1200.0,Dine-out,Church Street
"Vivanta By Taj, 41/3, MG Road, Bangalore",Cafe Mozaic - Taj MG Road Bengaluru,no,yes,4.1/5,564,MG Road,"Casual Dining, Cafe","Paneer Lababdar, Sandwiches, Oysters, Paratha, Coffee, Jeera Rice, Biryani","North Indian, Italian, South Indian, Continental, Cafe, Salad",2500.0,Dine-out,Church Street
"60/1, Miyajima House, 3rd Floor, 2nd Cross, Residency Road, Bangalore",Japan Travel Cafe Azuki,no,no,4.3/5,67,Residency Road,Cafe,"Miso Soup, Tempura","Cafe, Japanese",400.0,Dine-out,Church Street
"The Ritz-Carlton, 99, Residency Road, Bangalore",The Market - The Ritz-Carlton,no,yes,4.3/5,614,Residency Road,Fine Dining,"Pizza, Waffles, Roti, Pasta, Sushi, Salads, Fish","North Indian, European, Thai",3400.0,Dine-out,Church Street
"The Ritz-Carlton, 99, Residency Road, Bangalore",Bang - The Ritz-Carlton,no,yes,4.3/5,474,Residency Road,Lounge,"Paneer Roll, Cocktails, Wine, Fiery Chicken, Mexican Platter, Dragon Chicken, Paneer Tikka",Finger Food,3000.0,Dine-out,Church Street
"WelcomHotel Bengaluru, 46, Richmond Road, Bangalore",WelcomCafe Jacaranda - WelcomHotel Bengaluru,no,no,4.0/5,53,Richmond Road,Fine Dining,"Fish, Tiramisu, Filter Coffee Ice Cream, Brownie, Biryani, Chicken Korma, Chapa Pulusu","Asian, Continental, North Indian",2000.0,Dine-out,Church Street
"48/1, 1st Floor, St. Marks Road, Church Street, Bangalore",The Konkan - Seafood Restaurant,yes,yes,4.4/5,218,St. Marks Road,Casual Dining,"Sea Food, Murgh Ghee Roast, Mocktails, Stuffed Pomfret, Sol Kadhi, Kokum Juice, Coconut Rice","Seafood, Konkan, Mangalorean",850.0,Dine-out,Church Street
"1/3, 3rd Floor, Ulsoor, Bangalore",Teppan Japanese Grill & Sushi Bar,yes,no,4.3/5,904,Ulsoor,Casual Dining,"Maki Roll, Jumbo Prawns, Fish, Rolls, Sashimi, Miso Soup, Maki Sushi",Japanese,2000.0,Dine-out,Church Street
"29, Ulsoor Road, Opposite Salarpuria Windsor, Ulsoor, Bangalore",Cafe Kaara,no,no,4.2/5,164,Ulsoor,Cafe,"Coffee, Cappuccino, Sandwich, Tiramisu, Hot Chocolate, Pasta, Fries","Cafe, Salad, Desserts, Pizza",750.0,Dine-out,Church Street
"123, 1st & 2nd Floor, Brigade Road, Bangalore",Cobaja,yes,yes,4.3/5,61,Brigade Road,Casual Dining,"Badam Milk, Cocktails, Mutton Liver Fry, Paan Mojito, Veg Thali, Mocktails, Neer Dosa","Seafood, South Indian, Bar Food, Mangalorean, Konkan",700.0,Dine-out,Church Street
"ITC Gardenia, 1, Residency Road, Bangalore",Kebabs & Kurries - ITC Gardenia,no,yes,4.3/5,357,Richmond Road,Fine Dining,"Dal Bukhara, Biryani, Fish, Gulab Jamun, Kulfi, Warqi Parantha, Raan","North Indian, Mughlai",3500.0,Dine-out,Church Street
"36/1, Ground Floor, Haudin Road, Ulsoor, Bangalore",Naachiyar's,yes,no,3.9/5,117,Ulsoor,Casual Dining,"Crab Soup, Raita, Kozhi Biryani, Mutton Biryani",Chettinad,600.0,Dine-out,Church Street
"12/1, Ulsoor Road, Ulsoor, Bangalore",Benjarong,yes,no,4.2/5,858,Ulsoor,Casual Dining,"Tom Yum Soup, Cocktails, Jasmine Rice, Clear Soup, Sea Food, Pad Thai, Lemongrass Tea","Thai, Asian",1800.0,Dine-out,Church Street
"Shantala nagar, Ashok Nagar, Brigade Road, Bangalore",Kitchen On Table,yes,no,4.0/5,48,Brigade Road,Casual Dining,"Sushi, Sea Food","Japanese, Sushi, Asian",1500.0,Dine-out,Church Street
